NUM_POSTE;NOM_USUEL;COMMUNE;LIEU_DIT;DATOUVR;DATFERM;LAT;LON;LAMBX;LAMBY;ALTI;TYPE_POSTE_ACTUEL
59033001;AULNOYE-AYMERIES-SPC;AULNOYE-AYMERIES;SPC-222-Aulnoye-Aymeries(Ecluse du pont);1961-11-01;;50.201500;3.817333;7059;25794;139;5
59035002;AVESNELLES-SPC;AVESNES-SUR-HELPE;SPC-223-Avesnelles;2004-08-01;;50.123500;3.927167;7139;25709;182;5
59057001;BEAUDIGNIES-01-SPC;BEAUDIGNIES;SPC-222-Beaudignies;1965-07-01;2021-04-01;50.236833;3.591667;6897;25831;82;5
59091001;BORRE-01-SPC;BORRE;SPC-223-Borre;1966-03-01;;50.733333;2.576000;6169;26377;30;5
59180001;LE DOULIEU-SPC;LE DOULIEU;SPC-222-Le Doulieu(LA BRIONNE);1994-09-01;;50.683333;2.668333;6235;26322;17;5
59230001;FERRIERE-LA-GRANDE-SPC;FERRIERE-LA-GRANDE;SPC-223-Ferriere-la-Grande;2012-07-10;;50.262667;3.997667;7186;25865;133;5
59384003;MAROILLES-SPC;LOCQUIGNOL;SPC-223-Maroilles(ECLUSE D'HACHETTE);1966-03-07;;50.156000;3.760667;7019;25743;151;5
59392002;MAUBEUGE-SPC;MAUBEUGE;SPC-222-Maubeuge;1961-04-01;2012-07-01;50.275000;3.974833;7169;25878;130;5
59555001;SARS-POTERIES-SPC;SARS-POTERIES;SPC-222-Sars-Poteries(LE LION D'OR);1973-01-01;;50.168333;4.048333;7225;25761;178;5
59659001;WIGNEHIES-01-SPC;WIGNEHIES;SPC-222-Wignehies(STATION D'EPURAT.);1990-01-01;;50.018167;4.019667;7208;25593;175;5
59661002;WILLIES-SPC;WILLIES;SPC-222-Willies;1982-01-01;;50.120000;4.111333;7271;25708;183;5
62014001;AIRE-LYS-SPC;AIRE-SUR-LA-LYS;SPC-222-Aire-sur-la-lys(ECL. FORT GASS);1971-10-01;;50.646000;2.414333;6055;26280;20;5
62041005;ARRAS_SRM_RETZ;ARRAS;AGGL.;1776-04-01;1777-12-31;50.288333;2.766667;6307;25882;75;5
62168001;BOURTHES-01-SPC;BOURTHES;SPC-223-Bourthes;1966-03-01;;50.602500;1.934167;5714;26232;125;5
62178004;BRUAY-LA-BUISSIERE-SPC;BRUAY-LA-BUISSIERE;SPC-222-Bruay-la-Buissière;1989-05-12;;50.486500;2.542500;6146;26102;52;5
62268004;DESVRES-01-SPC;DESVRES;SPC-223-Desvres(NOE);1986-01-01;;50.670833;1.830167;5641;26309;98;5
62325002;FAUQUEMBERGUES-01-SPC;AUDINCTHUN;SPC-223-Fauquembergues;1966-05-01;;50.599333;2.126833;5851;26228;80;5
62429002;HENNEVEUX-SPC;HENNEVEUX;SPC-223-Henneveux;1972-05-09;;50.716167;1.858333;5661;26359;56;5
62431001;HERBELLES-01-SPC;BELLINGHEM;SPC-223-Herbelles;1966-03-01;;50.655000;2.225167;5921;26290;90;5
62642001;OURTON-SPC;OURTON;SPC-223-Ourton;1966-04-01;;50.456667;2.478333;6100;26069;80;5
62765002;SAINT-OMER-01-SPC;SAINT-OMER;SPC-222-St-Omer(ECLUSE DU HAUT PONT);1952-08-01;;50.766333;2.262333;5947;26414;3;5
62896001;WIRWIGNES-01-SPC;WIRWIGNES;SPC-222-Wirwignes;1968-04-01;;50.681333;1.768333;5597;26321;32;5
63038006;BESSE-ET-SAINT-ANASTAISE-SPC;BESSE-ET-SAINT-ANASTAISE;SPC-223-Besse-et-St-Anastaise;2004-08-01;;45.513667;2.936667;6469;20572;1027;5
63062001;BUXIERES-SOUS-MONTAIGUT-SPC;BUXIERES-SOUS-MONTAIGUT;SPC-223-LES-CROUZILLONS;2021-07-01;;46.216167;2.832833;6382;21352;627;5
63117001;BRION-SPC;COMPAINS;Brion Haut;2021-10-01;;45.415667;2.955167;6484;20463;1209;5
63142002;ECHANDELYS-SPC;ECHANDELYS;SPC-223-Les deux frères;2004-08-01;;45.540833;3.559167;6955;20608;1070;5
63163004;GELLES-SPC;GELLES;SPC-223-Gelles;2004-08-01;;45.753333;2.800000;6360;20838;782;5
63175006;HERMENT-SPC;HERMENT;SPC-223-Herment;2004-08-01;;45.755000;2.571833;6183;20839;820;5
63305003;ROCHEFORT-MONTAGNE-SPC;ROCHEFORT-MONTAGNE;SPC-223-Rochefort-Montagne;2004-08-01;;45.682000;2.799500;6360;20758;920;5
63365002;SAINT-JEAN-DES-OLLIERES-SPC;SAINT-JEAN-DES-OLLIERES;SPC-222-St-Jean-des-Ollières;2004-08-01;;45.643000;3.433667;6855;20720;679;5
63441002;VALCIVIERES-SPC;VALCIVIERES;SPC-223-Valcivières;2004-08-01;;45.593333;3.796000;7138;20669;850;5
63465003;VIVEROLS-SPC;VIVEROLS;SPC-222-Viverols;2004-08-01;;45.432833;3.891500;7216;20492;874;5
64060002;ARTIGUELOUVE-SPC;LESCAR;SPC-222-Artiguelouve;2004-08-01;;43.318833;-0.453333;3733;18170;158;5
64102005;BAYONNE-SPC;BAYONNE;SPC-222-LESSEPS;2004-08-01;;43.497500;-1.478333;2910;18403;5;5
64110003;BEOST-SPC;BEOST;SPC-222-Béost;2004-08-01;;42.993333;-0.419333;3748;17807;534;5
64205001;ESCOS-SPC;ESCOS;SPC-222-Escos;2004-08-01;;43.440833;-0.994167;3300;18322;45;5
64316004;LARRAU-SPC;LARRAU;SPC-222-Larrau;2004-08-01;;43.018333;-0.949667;3316;17851;636;5
64336005;LESCUN-SPC;LESCUN;SPC-222-Lescun;2004-08-01;;42.935167;-0.638167;3567;17748;893;5
64371004;MAULEON-LICHARRE-SPC;MAULEON-LICHARRE;SPC-222-Mauléon-Licharre;2004-08-01;;43.221833;-0.887000;3376;18075;139;5
64417002;NAY-SPC;NAY;SPC-222-Nay;2004-08-01;;43.180000;-0.258833;3886;18010;252;5
64422006;OLORON-SAINTE-MARIE-SPC;OLORON-SAINTE-MARIE;SPC-222-Oloron-Ste-Marie;2004-08-01;;43.199500;-0.608167;3602;18042;211;5
64475004;SAINTE-ENGRACE-SPC;SAINTE-ENGRACE;SPC-222-Ste-Engrace;2004-08-01;;43.003833;-0.849000;3397;17832;436;5
64477001;SAINT-ETIENNE-DE-BAIGORRY-SPC;SAINT-ETIENNE-DE-BAIGORRY;SPC-222-ST-ETIENNE-DE-BAIGORRY;2007-05-01;;43.184167;-1.335833;3009;18049;164;5
64495002;SAINT-PEE-SUR-NIVELLE-SPC;SAINT-PEE-SUR-NIVELLE;SPC-222-St-Pée-sur-Nivelle(Cherchebruit);2004-08-01;;43.321500;-1.549833;2843;18211;26;5
64504003;SARE-SPC;SARE;SPC-222-Sare;2004-08-01;;43.330167;-1.585500;2814;18222;77;5
64542007;URDOS-SPC;URDOS;SPC-222-Urdos;2004-08-01;;42.877667;-0.558500;3629;17682;780;5
65025004;ARGELES-GAZOST-SPC;ARGELES-GAZOST;SPC-222-Argeles;2004-08-01;;43.005333;-0.081667;4024;17811;453;5
65027001;LOUDENVIELLE-SPC;LOUDENVIELLE;SPC-223-Loudenvielle;2008-01-01;;42.811333;0.408833;4419;17584;956;5
65031003;ARREAU-SPC;ARREAU;SPC-222-LOURON;2004-08-01;;42.903833;0.361000;4383;17688;717;5
65033001;ARRODETS-SPC;ARRODETS-EZ-ANGLES;SPC-223-ARRODETS;2011-09-22;;43.072500;0.032500;4119;17883;653;5
65059020;BAGNERES-DE-BIGORRE-SPC;BAGNERES-DE-BIGORRE;SPC-222-BAGNERES-DE-BIGORRE;2007-05-01;;43.060833;0.155000;4219;17867;558;5
65059021;BAGNERES-DE-BIGORRE-002-SPC;BAGNERES-DE-BIGORRE;SPC-223-Chiroulet;2011-02-21;;42.961667;0.090000;4163;17758;1085;5
65123004;CAMPAN-SPC;CAMPAN;SPC-222-Campan(Sarrat de Bon);2004-08-01;;42.950000;0.246000;4290;17742;690;5
65123006;CAMPAN-002-SPC;CAMPAN;SPC-223-Payolle;2011-02-21;;42.943500;0.278000;4316;17734;1102;5
65138007;REFUGE WALLON;CAUTERETS;VALLEE DU MARCADAU;2006-06-01;;42.820333;-0.194667;3925;17608;1870;5
65138008;REF OULETTES;CAUTERETS;Oulettes de Gaube;1991-06-01;2024-10-13;42.792833;-0.141500;3968;17576;2151;5
65286004;LOURDES SAINT-MICHEL-SPC;LOURDES;SPC-222-Lourdes Saint-Michel;2004-08-01;;43.098333;-0.051333;4052;17914;370;5
65295002;LUZ-SAINT-SAUVEUR-SPC;LUZ-SAINT-SAUVEUR;SPC-222-Luz-St-Sauveur;2004-08-01;;42.870000;-0.012667;4076;17659;726;5
65304002;MAUBOURGUET-SPC;MAUBOURGUET;SPC-222-Maubourguet;2004-08-01;;43.465833;0.029500;4130;18320;177;5
65388003;SAINT-LARY-SOULAN-SPC;CADEILHAN-TRACHERE;SPC-223-St-Lary-Soulan;2007-01-01;;42.814167;0.317333;4344;17589;822;5
65440004;TARBES-SPC;TARBES;SPC-222-Tarbes;2004-08-01;2008-01-23;43.220833;0.049167;4138;18048;310;5
65447002;TOURNAY-SPC;TOURNAY;SPC-222-Tournay;2004-08-01;;43.184000;0.241167;4293;18002;272;5
65452003;TRIE-SUR-BAISE-SPC;TRIE-SUR-BAISE;SPC-222-Trie-sur-Baise;2004-08-01;;43.321333;0.375000;4406;18152;244;5
65465001;REF DU BASTANET;VIELLE-AURE;LACS DE BASTAN;2006-06-25;2021-10-01;42.853167;0.209667;4257;17635;2252;5
66002001;ALENYA-INRAE;ALENYA;MAS BLANC-INRA;1968-01-01;;42.638333;2.966667;6518;17374;5;5
66003004;AMELIE-LES-BAINS-PALALDA-SPC;AMELIE-LES-BAINS-PALALDA;SPC-222-Amelie les bains;2004-08-01;;42.473333;2.673333;6277;17189;234;5
66006001;ANSIGNAN-SPC;ANSIGNAN;SPC-223-Ansignan;1974-01-01;;42.754667;2.523167;6153;17502;170;5
66006002;ANSIGNAN0_SPC;ANSIGNAN;SPC-Ansignan;1962-02-13;2005-06-30;42.765667;2.507167;6139;17514;300;5
66008006;ARGELES-SUR-MER-1-SPC;ARGELES-SUR-MER;SPC-222-Argeles;2004-08-01;;42.545000;3.028333;6569;17271;18;5
66008007;ARGELES-SUR-MER-2-SPC;ARGELES-SUR-MER;SPC-222-Mas d'en Tourens;2004-08-01;;42.524167;2.986667;6535;17247;18;5
66009003;ARLES-SUR-TECH-1-SPC;ARLES-SUR-TECH;SPC-222-Pas du Loup;2004-08-01;;42.434167;2.596667;6214;17145;288;5
66009004;ARLES-SUR-TECH-2-SPC;ARLES-SUR-TECH;SPC-222-Village;2004-08-01;;42.463333;2.644167;6253;17178;288;5
66016003;BANYULS-SUR-MER-1-SPC;BANYULS-SUR-MER;SPC-222-Les Abeilles;2004-08-01;2008-05-31;42.462500;3.070833;6605;17179;6;5
66016004;BANYULS-SUR-MER-2-SPC;BANYULS-SUR-MER;SPC-222-Baillaury;2004-08-01;2023-08-21;42.465667;3.107167;6635;17183;6;5
66024003;LE BOULOU-1-SPC;LE BOULOU;SPC-222-Le Boulou;2004-08-01;2023-03-27;42.520000;2.831667;6407;17241;87;5
66024004;LE BOULOU-2-SPC;LE BOULOU;SPC-222-Chart du Boulou;2004-08-01;;42.511667;2.853333;6425;17232;87;5
66029002;CAIXAS-SPC;CAIXAS;SPC-222-Mont d'Helene;2004-08-01;;42.576667;2.664167;6269;17304;376;5
66035003;CAMPOUSSY-SPC;CAMPOUSSY;SPC-222-Pic de Baou;2004-08-01;;42.672333;2.460333;6101;17410;662;5
66040001;CASEFABRE-SPC;CASEFABRE;SPC-222-Casefabre;2004-08-01;2008-05-31;42.628333;2.591667;6209;17361;563;5
66042003;CASSAGNES-SPC;CASSAGNES;SPC-222-Cassagnes;2004-08-01;;42.745333;2.588500;6206;17491;335;5
66044001;CASTELNOU-SPC;CASTELNOU;SPC-222-Castelnou;2004-08-01;;42.647000;2.718333;6313;17382;278;5
66045001;CATLLAR-SPC;CATLLAR;SPC-222-Catllar;2004-08-01;2023-03-22;42.632500;2.421833;6070;17365;332;5
66048004;CERBERE-SPC;CERBERE;SPC-222-Pic Juan;2004-08-01;;42.453333;3.136667;6659;17169;430;5
66049006;CERET-1-SPC;CERET;SPC-222-Ceret;2004-08-01;;42.495000;2.743333;6335;17213;160;5
66049007;CERET-2-SPC;CERET;SPC-222-Fontfrede;2004-08-01;;42.452500;2.765833;6354;17166;160;5
66060006;CORSAVY-SPC;CORSAVY;SPC-222-Corvasy;2004-08-01;;42.466667;2.581667;6202;17181;767;5
66065002;ELNE-SPC;ELNE;SPC-222-Elne;2004-08-01;;42.585000;2.985000;6533;17315;21;5
66088002;ILLE-SUR-TET-SPC;ILLE-SUR-TET;SPC-222-Ille/Boules;2004-08-01;2023-03-31;42.666667;2.628333;6239;17404;150;5
66093002;NEOULOUS-SPC;LAROQUE-DES-ALBERES;SPC-223-Neoulous;1964-01-01;;42.482333;2.947833;6503;17200;1140;5
66099002;LLAURO-SPC;LLAURO;SPC-222-Llauro;2004-08-01;;42.549167;2.726667;6321;17273;324;5
66117007;MONT-LOUIS-SPC;MONT-LOUIS;SPC-222-Mont Louis;2004-08-01;;42.540167;2.055000;5768;17263;1576;5
66119004;MOSSET-SPC;MOSSET;SPC-222-Mosset;2004-08-01;;42.682333;2.275333;5949;17421;706;5
66127004;PERILLOS-SPC;OPOUL-PERILLOS;SPC-223-Opoul-Perillos;1964-01-01;;42.896667;2.845500;6416;17661;370;5
66136013;PERPIGNAN-SPC;PERPIGNAN;SPC-222-Perpignan;2004-08-01;;42.705333;2.892667;6456;17448;33;5
66143001;PLANEZES-SPC;PLANEZES;SPC-222-Planezes;2004-08-01;;42.765167;2.620167;6232;17514;141;5
66148007;PORT-VENDRES-SPC;PORT-VENDRES;SPC-222-Madeloc;2004-08-01;2009-06-18;42.490000;3.075000;6608;17210;13;5
66150014;PRATS-DE-MOLLO-LA-PRESTE-1-SPC;PRATS-DE-MOLLO-LA-PRESTE;SPC-222-Puig Colom;2004-08-01;;42.393333;2.513333;6145;17099;745;5
66150015;PRATS-DE-MOLLO-LA-PRESTE-2-SPC;PRATS-DE-MOLLO-LA-PRESTE;SPC-222-ST-SAUVEUR;2004-08-01;;42.414500;2.440833;6086;17123;745;5
66155002;PY-SPC;PY;SPC-222-Py;2004-08-01;;42.498333;2.356667;6016;17216;1020;5
66160002;REYNES-SPC;REYNES;SPC-222-L'AMPLE;2004-08-01;;42.495000;2.698333;6298;17213;258;5
66161001;RIA-SIRACH-SPC;RIA-SIRACH;SPC-222-Engorner;2004-08-01;;42.601667;2.383333;6038;17331;380;5
66164003;RIVESALTES-SPC;RIVESALTES;SPC-222-Rivesaltes;2004-08-01;;42.773000;2.901667;6463;17524;22;5
66165002;RODES-SPC;RODES;SPC-222-Rodès;2004-08-01;;42.658000;2.545000;6171;17394;201;5
66173001;SAINT-FELIU-D'AMONT-SPC;SAINT-FELIU-D'AMONT;SPC-222-St Feliu d'Amont;2004-08-01;;42.689500;2.728500;6321;17430;91;5
66179004;SAINT-LAURENT-DE-CERDANS-SPC;SAINT-LAURENT-DE-CERDANS;SPC-222-St Laurent de Cerd;2004-08-01;;42.406667;2.621667;6235;17114;680;5
66187005;SAINT-PAUL-DE-FENOUILLET-SPC;SAINT-PAUL-DE-FENOUILLET;SPC-222- St Paul de Fenouillet;2004-08-01;;42.799500;2.497667;6132;17552;262;5
66191001;SANSA-SPC;SANSA;SPC-222-Sansa;2004-08-01;;42.603333;2.173333;5865;17333;1448;5
66192002;SAUTO-SPC;SAUTO;SPC-222-FIGUERA;2004-08-01;;42.524167;2.161833;5856;17245;1560;5
66193003;SERDINYA-SPC;SERDINYA;SPC-222-Serdinya;2004-08-01;;42.566667;2.316667;5983;17292;557;5
66198004;SOURNIA-SPC;SOURNIA;SPC-222-Sournia;2004-08-01;;42.725500;2.441333;6086;17469;550;5
66204401;REFUGE CORTALETS;TAURINYA;;2023-07-18;;42.534000;2.459000;6100;17256;2150;5
66205001;TAUTAVEL-SPC;TAUTAVEL;SPC-222-Tautavel;2004-08-01;2012-12-02;42.831667;2.771667;6356;17588;106;5
66207001;TERRATS-SPC;TERRATS;SPC-222-Moulin d'en canterrane;2004-08-01;;42.598333;2.732833;6326;17328;140;5
66217001;TROUILLAS-SPC;TROUILLAS;SPC-222-Trouillas;2004-08-01;;42.595833;2.830833;6406;17326;90;5
66222004;VERNET-LES-BAINS-SPC;VERNET-LES-BAINS;SPC-222-Vernet les bains;2004-08-01;2008-10-13;42.548333;2.386667;6041;17272;661;5
66227001;VILLENEUVE-DE-LA-RAHO-SPC;VILLENEUVE-DE-LA-RAHO;SPC-222-Villeneuve-Raho;2004-08-01;;42.652500;2.926667;6485;17390;51;5
66231001;VINGRAU-SPC;VINGRAU;SPC-222-Vingrau;2004-08-01;;42.838500;2.754333;6342;17596;150;5
67403001;RINGENDORF;RINGENDORF;;2015-08-01;;48.806000;7.553667;9831;24358;226;5
67420002;RUSS-SPC;RUSS;SPC-222-Russ;2012-03-01;;48.496333;7.255833;9634;24000;284;5
68066007;COLMAR-EN-2;COLMAR;ECOLE NORMALE MESSIMY;1926-05-01;1939-05-31;48.071833;7.352833;9736;23533;195;5
68249006;SURCENORD NEIGE;ORBEY;Surcenord;2000-01-01;;48.144667;7.128000;9564;23604;954;5
69042001;LA CHAPELLE-SUR-COISE-SPC;LA CHAPELLE-SUR-COISE;SPC-222-La Chapelle-sur-Coise;2004-08-01;;45.645500;4.493833;7681;20740;720;5
69161002;PROPIERES-SPC;PROPIERES;SPC-223-Propieres;2019-12-01;;46.189500;4.442167;7625;21343;699;5
70061400;BELFAHY_NEIGE;BELFAHY;;2023-11-01;;47.782167;6.733833;9293;23184;831;5
71040002;BLANZY-SPC;BLANZY;SPC-223-Barrage de la Sorme;2004-08-01;;46.718333;4.350833;7539;21929;299;5
71394004;SAINT-BONNET-DE-JOUX-SPC;SAINT-BONNET-DE-JOUX;SPC-222-St-Bonnet-sur-Joux;2004-08-01;;46.482000;4.435833;7611;21668;382;5
71491002;SAINT-YAN-SPC;SAINT-YAN;SPC-223-St-Yan;2004-08-01;;46.412333;4.025000;7298;21583;243;5
73047403;REFUGE DES EVETTES;BONNEVAL-SUR-ARC;;2023-03-03;;45.368167;7.106500;9735;20522;2590;5
73187403;REFUGE NANT DU BEURRE;LA LECHERE;Nant du Beurre;2023-01-10;;45.583000;6.561167;9295;20736;2080;5
73280404;REFUGE DE L'ETENDARD;SAINT-COLOMBAN-DES-VILLARDS;;2020-07-01;;45.203667;6.175167;9015;20299;2436;5
77066003;CERNEUX-SPC;CERNEUX;SPC-223-CERNEUX;2004-08-01;;48.716667;3.365000;6757;24136;158;5
77142002;CRECY-SPC;CRECY-LA-CHAPELLE;SPC-222-FEROLLES;1995-04-01;;48.869167;2.924833;6431;24302;135;5
77168003;EGREVILLE_SPC;EGREVILLE;LE COUDRAY;2010-04-21;;48.184333;2.860167;6389;23540;126;5
77207001;GIRONVILLE;GIRONVILLE;FERME DE L'AVENIR;1992-07-01;;48.161667;2.525000;6140;23514;98;5
77303001;MONTDAUPHIN-SPC;MONTDAUPHIN;SPC-222-CIMETIERE;1996-08-01;;48.853333;3.421667;6796;24289;186;5
77395001;RUMONT-SPC;RUMONT;SPC-222-PLACE DU CHATEAU;1979-05-01;;48.266833;2.497500;6119;23631;137;5
77405002;ST-CYR-MORIN-SPC;SAINT-CYR-SUR-MORIN;SPC-222-CHARNESSEUIL;1992-02-01;;48.927333;3.206167;6637;24369;186;5
77469003;TOUQUIN-SPC;TOUQUIN;SPC-223-TOUQUIN-Lureau;1982-10-01;;48.727833;3.010667;6496;24146;111;5
77490001;VENDREST-SPC;VENDREST;SPC-222-RUE DU PRESBYTERE NEUF;1951-01-01;2019-12-17;49.046667;3.091667;6552;24501;118;5
77507001;VILLENAUXE-SPC;VILLENAUXE-LA-PETITE;SPC-222-TOUSSACQ;1993-04-01;2014-06-02;48.430167;3.315333;6724;23817;60;5
78615002;THIVERVAL-INRAE;THIVERVAL-GRIGNON;GRIGNON - INRA;1986-01-01;;48.838167;1.953167;5718;24267;125;5
79346001;LE VERT-SPC;LE VERT;SPC-222-Le Vert;2004-08-01;2019-07-29;46.093000;-0.392333;3890;21251;40;5
80379003;GLISY BASE;GLISY;Base Aérienne;1940-07-01;1944-07-31;49.866667;2.383333;6033;25411;52;5
81037002;BRASSAC-SPC;BRASSAC;SPC-222-Brassac;2004-08-01;;43.629667;2.497333;6129;18475;494;5
81120003;LABRUGUIERE-SPC;LABRUGUIERE;SPC-222-Labruguière;2004-08-01;2011-02-11;43.539167;2.264167;5941;18375;181;5
81140003;LAVAUR-SPC;LAVAUR;SPC-222-Lavaur;2004-08-01;2011-11-02;43.700667;1.822833;5585;18556;140;5
81165001;MILHARS-SPC;MILHARS;SPC-223-Milhars;2012-03-01;;44.127500;1.882500;5636;19030;137;5
81209001;RIGAUTOU-SPC;AUSSILLON;SPC-222-Pont-de-Larn(Pont-de-rigautou);2004-08-01;;43.516167;2.372167;6028;18349;245;5
81220002;SAINT-SULPICE-SPC;COUFOULEUX;SPC-222-Rabastens;2004-08-01;;43.785833;1.685000;5474;18651;120;5
81278001;SAUVETERRE-SPC;SAUVETERRE;SPC-222-Sauveterre;2004-08-01;;43.473667;2.547500;6170;18302;312;5
81305002;VABRE-SPC;VABRE;SPC-222-Vabre;2004-08-01;;43.693000;2.426333;6072;18546;368;5
81315002;VIELMUR-SUR-AGOUT-SPC;PUYLAURENS;SPC-222-Vielmur-sur-Argout;2004-08-01;;43.618333;2.091667;5802;18463;150;5
82013002;BEAUMONT-DE-LOMAGNE-SPC;BEAUMONT-DE-LOMAGNE;SPC-222-Beaumont-de-Lomagne;2004-01-01;;43.879333;0.992000;4918;18762;124;5
82026002;MONTRICOUX-SPC;BRUNIQUEL;SPC-222-Bruniquel;2004-08-01;;44.072500;1.616667;5422;18971;174;5
82106001;MAUBEC-SPC;MAUBEC;SPC-223-MAUBEC;2013-12-01;2014-10-31;43.814667;0.911500;4852;18692;109;5
82187001;VAREN-SPC;VAREN;SPC-222-Varen;2004-08-01;;44.157167;1.895833;5647;19063;145;5
82190003;VERDUN-SUR-GARONNE-SPC;VERDUN-SUR-GARONNE;SPC-222-Verdun-sur-Garonne;2004-08-01;;43.850833;1.241667;5118;18728;102;5
83120001;ST-ZACHARIE-SPC;SAINT-ZACHARIE;SPC-222-St-Zacharie;1994-06-01;2007-06-05;43.380000;5.700000;8729;18256;264;5
84007002;AVIGNON-INRAE;AVIGNON;INRA-MONTFAVET;1956-01-01;;43.916667;4.876667;8042;18828;32;5
84015003;BEAUMONT-DU-VENTOUX-SPC;BEAUMONT-DU-VENTOUX;SPC-222-MONT-SEREIN;2004-08-01;;44.180833;5.255667;8335;19132;1445;5
84016001;BEDARRIDES-SPC;BEDARRIDES;SPC-223-Bédarrides;2012-03-01;;44.038833;4.896833;8053;18964;31;5
84034001;CAUMONT-SUR-DURANCE-SPC;CAUMONT-SUR-DURANCE;SPC-222-Bonpas;2007-08-01;;43.888500;4.923667;8080;18798;51;5
84044002;ENTRECHAUX-SPC;ENTRECHAUX;SPC-222-Entrechaux;2004-08-01;;44.228833;5.137000;8239;19182;240;5
84069002;MALAUCENE-SPC;MALAUCENE;SPC-222-VEAUX;2004-08-01;;44.214167;5.214167;8301;19168;323;5
84086002;OPPEDE-LA-GARRIGUE-SPC;OPPEDE;SPC-223-Oppede;2012-03-01;;43.857500;5.161500;8273;18770;110;5
84087004;ORANGE-SPC;ORANGE;SPC-223-Orange;2012-03-01;;44.159500;4.802167;7973;19096;50;5
84098001;ROAIX-SPC;ROAIX;SPC-223-Roaix;2004-08-01;2013-12-10;44.241667;5.013000;8139;19192;176;5
84112001;SAINT-MARTIN-DE-CASTILLON-SPC;SAINT-MARTIN-DE-CASTILLON;SPC-223-St-Martin-de-Castillon;2012-03-01;;43.850000;5.485833;8534;18771;280;5
84123005;SAULT-SPC;SAULT;SPC-222-Sault;2004-08-01;;44.091667;5.413333;8465;19037;757;5
84141001;VEDENE-SPC;VEDENE;SPC-223-Vedene;2012-03-01;;43.981333;4.888333;8049;18900;30;5
84148001;VILLES-SUR-AUZON-SPC;VILLES-SUR-AUZON;SPC-222-Auzon;2004-08-01;2021-07-01;44.054333;5.232167;8322;18990;295;5
85238001;SAINT-LAURENT-SUR-SEVRE-SPC;SAINT-LAURENT-SUR-SEVRE;SPC-223-St-Laurent-sur-Sèvre;2006-09-01;2016-02-16;46.958667;-0.888333;3546;22227;124;5
86247001;SAINT-SAVIOL-SPC;SAINT-SAVIOL;SPC-222-St-Saviol;2004-08-01;2019-07-29;46.135833;0.242167;4381;21283;133;5
87120002;CIRAT-LA PORCHERIE-SPC;LA PORCHERIE;SPC-223-Cirat- La Porcherie;1968-01-01;;45.569833;1.580667;5409;20636;521;5
88021001;AUTREY-SPC;AUTREY;SPC-223-Autrey-Gare;2011-10-01;;48.296333;6.686667;9226;23753;323;5
88047001;BEGNECOURT-SPC;BEGNECOURT;SPC-223-Begnecourt;2011-10-01;;48.213000;6.150000;8833;23640;290;5
88051001;BELMONT-SUR-VAIR-SPC;BELMONT-SUR-VAIR;SPC-223-Belmont-sur-Vair;2011-10-01;;48.253833;5.902667;8647;23676;323;5
88081002;BUSSANG-SPC;BUSSANG;SPC-223-Bussang;2006-09-01;;47.901167;6.864667;9384;23322;832;5
88112001;COLROY-LA-GRANDE-SPC;PROVENCHERES-ET-COLROY;SPC-223-Colroy-la-Grande;2004-08-01;;48.335000;7.105833;9534;23814;540;5
88196010;GERARDMER-SPC;GERARDMER;SPC-223-Gérardmer;2006-09-01;;48.072167;6.834167;9350;23510;666;5
88215002;GRANDRUPT-SPC;GRANDRUPT;SPC-223-Grandrupt;2004-08-01;;48.368833;7.073500;9508;23850;632;5
88304007;MIRECOURT-SPC;MIRECOURT;SPC-223-Mirecourt;2004-08-01;;48.307833;6.125833;8810;23744;295;5
88321007;NEUFCHATEAU-SPC;NEUFCHATEAU;SPC-223-Neufchateau;2004-08-01;;48.356167;5.680000;8477;23783;291;5
88349003;PLAINFAING-SPC;PLAINFAING;SPC-223-Plainfaing;2004-08-01;;48.141667;7.036667;9496;23596;915;5
88383003;REMIREMONT-SPC;REMIREMONT;SPC-223-Remiremont;2004-08-01;2022-02-02;48.020000;6.596667;9176;23442;399;5
88386001;REMOMEIX-SPC;REMOMEIX;SPC-223-Remomeix;2004-08-01;;48.265000;7.001667;9462;23732;355;5
90065002;BALLON D'ALSACE;LEPUIX;BALLON D'ALSACE RESTAURANT;1984-10-01;;47.818333;6.840000;9370;23229;1120;5
91272001;GIF-SUR-YVETTE-INRAE;SAINT-AUBIN;Le Moulon;2010-01-01;;48.714333;2.151000;5863;24129;157;5
94015002;BRY-SPC;BRY-SUR-MARNE;;2021-03-17;;48.833500;2.522667;6136;24261;90;5
95446001;NESLES-SPC;NESLES-LA-VALLEE;SPC-222-FONTENELLE;1971-02-01;;49.114000;2.154333;5866;24573;118;5
97405480;PETITE-ILE - CIRAD;PETITE-ILE;Petite-Île;2000-03-01;2023-11-10;-21.365333;55.558333;3505;76367;155;5
97415511;SAINT-PAUL - CIRAD;SAINT-PAUL;Le Chemin Lambert;1997-04-27;2022-02-04;-20.975333;55.325000;3259;76796;186;5
97415579;VUE-BELLE LES HAUTS - CIRAD;SAINT-PAUL;Hauts de Vue-Belle;2003-09-11;;-21.082000;55.292667;3226;76678;722;5
97416491;SAINT-PIERRE-PORT;SAINT-PIERRE;PORT;1884-07-01;1909-12-31;-21.343667;55.478167;286;50;4;5
