Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
LA HAGUE,17.7,20.7,14.4,1955-08-01,Été,1955,17.7,17.7,17.7,17.7
LA HAGUE,15.1,17.7,11.9,1959-06-01,Été,1959,15.1,15.1,15.1,15.1
LA HAGUE,13.5,15.7,11.2,1960-10-01,Automne,1960,13.5,13.5,13.5,13.5
LA HAGUE,16.1,18.5,13.6,1962-07-01,Été,1962,16.1,16.1,16.1,16.1
LA HAGUE,9.2,10.6,7.3,1965-12-01,Hiver,1965,9.2,9.2,9.2,9.2
LA HAGUE,12.0,14.0,10.1,1966-05-01,Printemps,1966,12.0,12.0,12.0,12.0
LA HAGUE,15.7,17.3,14.1,1967-09-01,Automne,1967,15.7,15.7,15.7,15.7
LA HAGUE,9.8,11.7,7.6,1968-11-01,Automne,1968,9.8,9.8,9.8,9.8
LA HAGUE,10.3,12.0,7.8,1969-11-01,Automne,1969,10.3,10.3,10.3,10.3
LA HAGUE,11.8,14.5,8.8,1971-05-01,Printemps,1971,10.266666666666667,9.5,10.2,11.0
LA HAGUE,10.2,12.2,8.0,1971-11-01,Automne,1971,10.266666666666667,9.5,10.2,11.0
LA HAGUE,8.8,10.4,6.6,1971-12-01,Hiver,1971,10.266666666666667,9.5,10.2,11.0
LA HAGUE,15.6,19.2,11.9,1976-06-01,Été,1976,15.6,15.6,15.6,15.6
LA HAGUE,7.1,8.7,4.2,1978-01-01,Hiver,1978,10.0,7.924999999999999,8.3,10.375
LA HAGUE,8.4,10.2,5.3,1978-04-01,Printemps,1978,10.0,7.924999999999999,8.3,10.375
LA HAGUE,16.3,18.5,12.8,1978-08-01,Été,1978,10.0,7.924999999999999,8.3,10.375
LA HAGUE,8.2,10.3,5.1,1978-12-01,Hiver,1978,10.0,7.924999999999999,8.3,10.375
LA HAGUE,8.4,10.1,6.2,1980-02-01,Hiver,1980,11.275,9.15,11.15,13.275
LA HAGUE,14.4,16.4,12.0,1980-06-01,Été,1980,11.275,9.15,11.15,13.275
LA HAGUE,12.9,14.7,10.0,1980-10-01,Automne,1980,11.275,9.15,11.15,13.275
LA HAGUE,9.4,10.8,7.4,1980-11-01,Automne,1980,11.275,9.15,11.15,13.275
LA HAGUE,17.1,19.7,13.7,1981-08-01,Été,1981,16.950000000000003,16.875,16.950000000000003,17.025000000000002
LA HAGUE,16.8,18.9,13.9,1981-09-01,Automne,1981,16.950000000000003,16.875,16.950000000000003,17.025000000000002
LA HAGUE,7.5,9.0,4.9,1982-02-01,Hiver,1982,10.940000000000001,8.1,8.5,13.5
LA HAGUE,8.1,9.6,5.4,1982-03-01,Printemps,1982,10.940000000000001,8.1,8.5,13.5
LA HAGUE,17.1,19.1,14.4,1982-08-01,Été,1982,10.940000000000001,8.1,8.5,13.5
LA HAGUE,13.5,15.0,11.0,1982-10-01,Automne,1982,10.940000000000001,8.1,8.5,13.5
LA HAGUE,8.5,10.2,6.0,1982-12-01,Hiver,1982,10.940000000000001,8.1,8.5,13.5
LA HAGUE,11.6,13.9,8.6,1983-05-01,Printemps,1983,15.166666666666666,13.899999999999999,16.2,16.95
LA HAGUE,17.7,20.3,14.5,1983-07-01,Été,1983,15.166666666666666,13.899999999999999,16.2,16.95
LA HAGUE,16.2,18.2,13.8,1983-09-01,Automne,1983,15.166666666666666,13.899999999999999,16.2,16.95
LA HAGUE,8.0,9.7,5.2,1984-01-01,Hiver,1984,8.2,8.1,8.2,8.3
LA HAGUE,8.4,10.2,5.6,1984-12-01,Hiver,1984,8.2,8.1,8.2,8.3
LA HAGUE,4.3,6.1,2.0,1985-01-01,Hiver,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,5.2,7.1,2.8,1985-02-01,Hiver,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,6.9,8.7,4.8,1985-03-01,Printemps,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,9.6,11.7,7.2,1985-04-01,Printemps,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,11.4,13.4,8.7,1985-05-01,Printemps,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,13.4,15.5,11.5,1985-06-01,Été,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,16.0,18.7,13.5,1985-07-01,Été,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,16.0,18.2,14.3,1985-08-01,Été,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,15.9,18.2,13.8,1985-09-01,Automne,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,13.7,15.5,11.3,1985-10-01,Automne,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,8.8,10.4,6.8,1985-11-01,Automne,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,9.5,10.7,8.1,1985-12-01,Hiver,1985,10.891666666666666,8.325000000000001,10.5,14.25
LA HAGUE,7.5,8.7,5.8,1986-01-01,Hiver,1986,9.870000000000001,7.35,10.15,13.15
LA HAGUE,2.3,3.6,0.7,1986-02-01,Hiver,1986,9.870000000000001,7.35,10.15,13.15
LA HAGUE,6.8,8.7,4.9,1986-03-01,Printemps,1986,9.870000000000001,7.35,10.15,13.15
LA HAGUE,7.3,9.3,5.1,1986-04-01,Printemps,1986,9.870000000000001,7.35,10.15,13.15
LA HAGUE,11.2,13.9,8.8,1986-05-01,Printemps,1986,9.870000000000001,7.35,10.15,13.15
LA HAGUE,13.8,16.4,11.4,1986-06-01,Été,1986,9.870000000000001,7.35,10.15,13.15
