Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
REGINA,25.7,31.3,22.3,2020-02-01,Hiver,2020,26.227272727272727,25.9,26.0,26.3
REGINA,25.9,31.5,22.3,2020-03-01,Printemps,2020,26.227272727272727,25.9,26.0,26.3
REGINA,26.1,31.0,23.7,2020-04-01,Printemps,2020,26.227272727272727,25.9,26.0,26.3
REGINA,25.9,30.4,23.9,2020-05-01,Printemps,2020,26.227272727272727,25.9,26.0,26.3
REGINA,25.9,31.8,23.2,2020-06-01,Été,2020,26.227272727272727,25.9,26.0,26.3
REGINA,26.0,33.1,22.5,2020-07-01,Été,2020,26.227272727272727,25.9,26.0,26.3
REGINA,26.5,33.8,22.4,2020-08-01,Été,2020,26.227272727272727,25.9,26.0,26.3
REGINA,27.4,34.7,22.3,2020-09-01,Automne,2020,26.227272727272727,25.9,26.0,26.3
REGINA,27.2,34.6,22.6,2020-10-01,Automne,2020,26.227272727272727,25.9,26.0,26.3
REGINA,26.0,32.3,23.0,2020-11-01,Automne,2020,26.227272727272727,25.9,26.0,26.3
REGINA,25.9,32.0,22.7,2020-12-01,Hiver,2020,26.227272727272727,25.9,26.0,26.3
REGINA,25.3,30.4,22.9,2021-01-01,Hiver,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.4,30.3,22.9,2021-02-01,Hiver,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.5,31.0,22.5,2021-03-01,Printemps,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.6,30.7,23.2,2021-04-01,Printemps,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.5,30.8,23.2,2021-05-01,Printemps,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.9,32.1,22.7,2021-06-01,Été,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.6,32.1,22.4,2021-07-01,Été,2021,25.849999999999998,25.5,25.6,26.175
REGINA,26.4,33.4,22.4,2021-08-01,Été,2021,25.849999999999998,25.5,25.6,26.175
REGINA,26.5,34.1,22.3,2021-09-01,Automne,2021,25.849999999999998,25.5,25.6,26.175
REGINA,26.8,33.7,22.6,2021-10-01,Automne,2021,25.849999999999998,25.5,25.6,26.175
REGINA,26.1,32.2,22.9,2021-11-01,Automne,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.6,30.6,23.4,2021-12-01,Hiver,2021,25.849999999999998,25.5,25.6,26.175
REGINA,25.0,30.3,22.4,2022-01-01,Hiver,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.1,30.1,23.0,2022-02-01,Hiver,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.4,30.0,23.2,2022-03-01,Printemps,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.6,30.7,23.2,2022-04-01,Printemps,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.9,31.9,23.0,2022-05-01,Printemps,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.8,32.7,22.5,2022-06-01,Été,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,26.1,33.3,22.6,2022-07-01,Été,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,26.5,34.1,22.1,2022-08-01,Été,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,27.2,34.6,22.0,2022-09-01,Automne,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,27.1,34.0,22.6,2022-10-01,Automne,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.9,32.5,22.7,2022-11-01,Automne,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,25.4,31.0,22.6,2022-12-01,Hiver,2022,25.916666666666668,25.4,25.85,26.200000000000003
REGINA,24.7,29.8,22.2,2023-01-01,Hiver,2023,26.407692307692308,25.7,26.3,27.3
REGINA,25.1,30.2,22.8,2023-02-01,Hiver,2023,26.407692307692308,25.7,26.3,27.3
REGINA,25.8,31.7,22.4,2023-03-01,Printemps,2023,26.407692307692308,25.7,26.3,27.3
REGINA,25.7,31.2,22.7,2023-04-01,Printemps,2023,26.407692307692308,25.7,26.3,27.3
REGINA,26.4,32.1,23.6,2023-05-01,Printemps,2023,26.407692307692308,25.7,26.3,27.3
REGINA,26.1,32.8,22.9,2023-06-01,Été,2023,26.407692307692308,25.7,26.3,27.3
REGINA,26.3,33.1,22.6,2023-07-01,Été,2023,26.407692307692308,25.7,26.3,27.3
REGINA,27.8,35.2,22.7,2023-08-01,Été,2023,26.407692307692308,25.7,26.3,27.3
REGINA,27.8,35.6,22.5,2023-09-01,Automne,2023,26.407692307692308,25.7,26.3,27.3
REGINA,28.0,35.5,22.8,2023-10-01,Automne,2023,26.407692307692308,25.7,26.3,27.3
REGINA,27.3,33.8,23.4,2023-11-01,Automne,2023,26.407692307692308,25.7,26.3,27.3
REGINA,26.7,32.6,23.5,2023-12-01,Hiver,2023,26.407692307692308,25.7,26.3,27.3
CAYENNE,27.3,30.5,25.8,1998-01-01,Hiver,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.4,31.4,26.1,1998-02-01,Hiver,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.3,31.4,26.1,1998-03-01,Printemps,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,27.9,31.0,25.8,1998-04-01,Printemps,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,27.8,31.6,25.3,1998-05-01,Printemps,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,27.4,31.3,24.5,1998-06-01,Été,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,27.8,31.9,24.2,1998-07-01,Été,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.1,32.8,24.5,1998-08-01,Été,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.7,33.0,24.9,1998-09-01,Automne,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.8,33.0,25.7,1998-10-01,Automne,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,28.0,31.8,25.2,1998-11-01,Automne,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,27.3,31.2,24.8,1998-12-01,Hiver,1998,27.854166666666668,27.475,27.8,28.150000000000002
CAYENNE,26.8,30.2,24.5,1999-01-01,Hiver,1999,27.316666666666666,26.8,27.3,27.85
CAYENNE,26.8,30.0,24.8,1999-02-01,Hiver,1999,27.316666666666666,26.8,27.3,27.85
CAYENNE,27.3,30.5,25.0,1999-03-01,Printemps,1999,27.316666666666666,26.8,27.3,27.85
CAYENNE,27.3,30.7,25.0,1999-04-01,Printemps,1999,27.316666666666666,26.8,27.3,27.85
CAYENNE,27.5,30.8,25.2,1999-05-01,Printemps,1999,27.316666666666666,26.8,27.3,27.85
