Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
BELFORT,-0.2,2.6,-2.3,1950-01-01,Hiver,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,4.6,8.5,1.5,1950-02-01,Hiver,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,6.5,12.1,1.9,1950-03-01,Printemps,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,6.8,11.1,3.0,1950-04-01,Printemps,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,14.7,20.2,9.6,1950-05-01,Printemps,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,18.6,24.5,13.0,1950-06-01,Été,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,20.1,26.1,14.6,1950-07-01,Été,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,18.2,24.3,13.4,1950-08-01,Été,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,13.4,17.9,9.8,1950-09-01,Automne,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,8.9,13.4,5.3,1950-10-01,Automne,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,5.2,7.8,2.6,1950-11-01,Automne,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,-2.1,0.0,-4.0,1950-12-01,Hiver,1950,9.558333333333334,5.05,7.85,15.575
BELFORT,2.5,5.1,0.1,1951-01-01,Hiver,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,3.0,6.3,0.3,1951-02-01,Hiver,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,3.7,7.3,0.6,1951-03-01,Printemps,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,8.2,13.4,3.6,1951-04-01,Printemps,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,11.8,16.5,7.3,1951-05-01,Printemps,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,15.2,20.1,11.3,1951-06-01,Été,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,17.7,23.2,12.2,1951-07-01,Été,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,16.9,21.6,12.9,1951-08-01,Été,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,15.0,20.1,11.2,1951-09-01,Automne,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,8.6,13.4,5.1,1951-10-01,Automne,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,6.4,9.2,4.0,1951-11-01,Automne,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,2.4,6.0,-0.6,1951-12-01,Hiver,1951,9.283333333333333,3.5250000000000004,8.399999999999999,15.05
BELFORT,-0.4,2.1,-2.5,1952-01-01,Hiver,1952,9.15,2.35,9.7,14.525
BELFORT,-0.9,2.0,-3.4,1952-02-01,Hiver,1952,9.15,2.35,9.7,14.525
BELFORT,6.1,10.4,2.9,1952-03-01,Printemps,1952,9.15,2.35,9.7,14.525
BELFORT,11.1,16.4,6.3,1952-04-01,Printemps,1952,9.15,2.35,9.7,14.525
BELFORT,13.6,19.6,8.7,1952-05-01,Printemps,1952,9.15,2.35,9.7,14.525
BELFORT,17.3,22.9,11.8,1952-06-01,Été,1952,9.15,2.35,9.7,14.525
BELFORT,21.0,28.3,14.4,1952-07-01,Été,1952,9.15,2.35,9.7,14.525
BELFORT,19.2,26.1,13.5,1952-08-01,Été,1952,9.15,2.35,9.7,14.525
BELFORT,11.1,15.7,8.0,1952-09-01,Automne,1952,9.15,2.35,9.7,14.525
BELFORT,8.3,12.2,5.5,1952-10-01,Automne,1952,9.15,2.35,9.7,14.525
BELFORT,3.0,5.6,0.9,1952-11-01,Automne,1952,9.15,2.35,9.7,14.525
BELFORT,0.4,2.7,-1.5,1952-12-01,Hiver,1952,9.15,2.35,9.7,14.525
BELFORT,-2.2,0.2,-3.9,1953-01-01,Hiver,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,-0.1,2.7,-2.5,1953-02-01,Hiver,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,6.9,12.8,1.6,1953-03-01,Printemps,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,10.0,15.6,5.4,1953-04-01,Printemps,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,14.5,20.6,8.9,1953-05-01,Printemps,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,14.7,19.4,10.9,1953-06-01,Été,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,17.7,22.5,13.7,1953-07-01,Été,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,17.9,24.4,12.6,1953-08-01,Été,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,14.8,20.6,10.7,1953-09-01,Automne,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,11.0,16.0,7.6,1953-10-01,Automne,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,4.2,8.6,1.0,1953-11-01,Automne,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,3.3,6.1,1.2,1953-12-01,Hiver,1953,9.391666666666667,3.975,10.5,14.725
BELFORT,-2.6,-0.7,-4.6,1954-01-01,Hiver,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,-1.3,1.8,-4.4,1954-02-01,Hiver,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,6.4,12.1,2.2,1954-03-01,Printemps,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,7.2,12.2,3.1,1954-04-01,Printemps,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,12.2,17.6,7.5,1954-05-01,Printemps,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,16.1,21.3,11.5,1954-06-01,Été,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,15.5,20.7,10.8,1954-07-01,Été,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,15.8,21.0,11.2,1954-08-01,Été,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,14.2,19.1,10.6,1954-09-01,Automne,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,10.2,15.5,6.2,1954-10-01,Automne,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,5.8,8.9,2.9,1954-11-01,Automne,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,3.2,5.5,1.0,1954-12-01,Hiver,1954,8.558333333333334,5.15,8.7,14.524999999999999
BELFORT,0.6,3.9,-2.3,1955-01-01,Hiver,1955,8.683333333333334,3.375,8.4,14.375
BELFORT,0.8,3.3,-1.7,1955-02-01,Hiver,1955,8.683333333333334,3.375,8.4,14.375
BELFORT,2.7,7.0,-1.0,1955-03-01,Printemps,1955,8.683333333333334,3.375,8.4,14.375
BELFORT,9.0,14.4,3.8,1955-04-01,Printemps,1955,8.683333333333334,3.375,8.4,14.375
BELFORT,11.5,16.5,6.8,1955-05-01,Printemps,1955,8.683333333333334,3.375,8.4,14.375
BELFORT,15.8,20.5,11.2,1955-06-01,Été,1955,8.683333333333334,3.375,8.4,14.375
