Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
ALBERTVILLE,3.3,9.2,-1.7,1992-02-01,Hiver,1992,4.266666666666667,2.45,3.3,5.6
ALBERTVILLE,7.9,12.9,3.9,1992-03-01,Printemps,1992,4.266666666666667,2.45,3.3,5.6
ALBERTVILLE,1.6,5.3,-1.3,1992-12-01,Hiver,1992,4.266666666666667,2.45,3.3,5.6
ALBERTVILLE,2.6,8.1,-1.0,1993-01-01,Hiver,1993,12.9,9.55,16.5,18.05
ALBERTVILLE,16.5,22.9,11.6,1993-05-01,Printemps,1993,12.9,9.55,16.5,18.05
ALBERTVILLE,19.6,25.2,14.7,1993-07-01,Été,1993,12.9,9.55,16.5,18.05
ALBERTVILLE,2.8,6.3,0.2,1994-01-01,Hiver,1994,13.4,8.1,13.399999999999999,18.7
ALBERTVILLE,24.0,30.7,18.2,1994-07-01,Été,1994,13.4,8.1,13.399999999999999,18.7
ALBERTVILLE,5.8,10.3,2.2,1995-02-01,Hiver,1995,8.65,7.225,8.65,10.075
ALBERTVILLE,11.5,17.7,6.1,1995-04-01,Printemps,1995,8.65,7.225,8.65,10.075
ALBERTVILLE,14.9,20.9,10.3,1996-05-01,Printemps,1996,13.533333333333333,10.4,14.9,17.35
ALBERTVILLE,19.8,25.6,14.7,1996-06-01,Été,1996,13.533333333333333,10.4,14.9,17.35
ALBERTVILLE,5.9,9.5,2.9,1996-11-01,Automne,1996,13.533333333333333,10.4,14.9,17.35
ALBERTVILLE,10.0,17.1,3.4,1997-03-01,Printemps,1997,9.725,5.8999999999999995,8.3,12.125
ALBERTVILLE,18.5,25.0,13.1,1997-09-01,Automne,1997,9.725,5.8999999999999995,8.3,12.125
ALBERTVILLE,6.6,11.9,2.8,1997-11-01,Automne,1997,9.725,5.8999999999999995,8.3,12.125
ALBERTVILLE,3.8,7.4,1.0,1997-12-01,Hiver,1997,9.725,5.8999999999999995,8.3,12.125
ALBERTVILLE,2.8,7.1,-0.3,1998-01-01,Hiver,1998,2.8,2.8,2.8,2.8
ALBERTVILLE,21.5,27.9,16.0,2000-08-01,Été,2000,19.55,18.575000000000003,19.55,20.525
ALBERTVILLE,17.6,24.1,12.2,2000-09-01,Automne,2000,19.55,18.575000000000003,19.55,20.525
ALBERTVILLE,10.1,14.6,6.8,2001-03-01,Printemps,2001,9.433333333333334,7.15,10.1,12.05
ALBERTVILLE,14.0,19.3,10.0,2001-09-01,Automne,2001,9.433333333333334,7.15,10.1,12.05
ALBERTVILLE,4.2,8.0,1.1,2001-11-01,Automne,2001,9.433333333333334,7.15,10.1,12.05
ALBERTVILLE,0.5,6.8,-3.5,2002-01-01,Hiver,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,6.1,11.2,2.4,2002-02-01,Hiver,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,9.4,15.5,4.1,2002-03-01,Printemps,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,12.0,18.3,6.0,2002-04-01,Printemps,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,14.3,19.5,9.7,2002-05-01,Printemps,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,20.6,26.9,15.3,2002-07-01,Été,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,15.7,21.3,11.9,2002-09-01,Automne,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,12.1,17.8,8.2,2002-10-01,Automne,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,4.9,8.2,2.1,2002-12-01,Hiver,2002,10.622222222222222,6.1,12.0,14.3
ALBERTVILLE,1.3,4.9,-1.1,2003-01-01,Hiver,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,0.9,7.0,-3.7,2003-02-01,Hiver,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,17.0,23.7,11.6,2003-05-01,Printemps,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,24.6,32.1,18.2,2003-06-01,Été,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,23.7,30.8,17.2,2003-07-01,Été,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,25.5,33.8,18.8,2003-08-01,Été,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,9.6,14.8,5.7,2003-10-01,Automne,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,6.5,12.3,2.4,2003-11-01,Automne,2003,12.377777777777778,2.3,9.6,23.7
ALBERTVILLE,2.3,7.3,-1.0,2003-12-01,Hiver,2003,12.377777777777778,2.3,9.6,23.7
