Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
ALLEMOND,-11.5,-8.4,-12.8,2005-02-01,Hiver,2005,-11.5,-11.5,-11.5,-11.5
ALLEMOND,-4.1,2.0,-3.1,2006-03-01,Printemps,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,0.3,2.1,-3.5,2006-04-01,Printemps,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,8.3,14.0,8.6,2006-06-01,Été,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,12.9,15.6,10.6,2006-07-01,Été,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,5.5,8.0,3.3,2006-08-01,Été,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,9.4,11.6,7.4,2006-09-01,Automne,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,6.6,9.1,4.4,2006-10-01,Automne,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,1.1,3.3,-0.6,2006-11-01,Automne,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,-1.1,1.5,-3.3,2006-12-01,Hiver,2006,4.322222222222222,0.3,5.5,8.3
ALLEMOND,-1.5,1.6,-4.1,2007-01-01,Hiver,2007,2.525,-1.625,3.8,5.875
ALLEMOND,-2.0,0.8,-4.1,2007-02-01,Hiver,2007,2.525,-1.625,3.8,5.875
ALLEMOND,-3.4,-0.8,-5.9,2007-03-01,Printemps,2007,2.525,-1.625,3.8,5.875
ALLEMOND,3.8,6.3,1.6,2007-04-01,Printemps,2007,2.525,-1.625,3.8,5.875
ALLEMOND,4.1,6.7,1.7,2007-05-01,Printemps,2007,2.525,-1.625,3.8,5.875
ALLEMOND,7.3,10.0,4.5,2007-06-01,Été,2007,2.525,-1.625,3.8,5.875
ALLEMOND,8.8,11.7,6.2,2007-07-01,Été,2007,2.525,-1.625,3.8,5.875
ALLEMOND,8.7,11.2,6.2,2007-08-01,Été,2007,2.525,-1.625,3.8,5.875
ALLEMOND,5.4,7.9,2.8,2007-09-01,Automne,2007,2.525,-1.625,3.8,5.875
ALLEMOND,3.8,6.6,1.4,2007-10-01,Automne,2007,2.525,-1.625,3.8,5.875
ALLEMOND,-0.9,1.9,-3.5,2007-11-01,Automne,2007,2.525,-1.625,3.8,5.875
ALLEMOND,-3.8,-0.9,-6.4,2007-12-01,Hiver,2007,2.525,-1.625,3.8,5.875
ALLEMOND,-0.4,2.8,-2.9,2008-01-01,Hiver,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-1.3,1.4,-3.9,2008-02-01,Hiver,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-4.9,-2.1,-7.7,2008-03-01,Printemps,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-2.5,0.1,-5.0,2008-04-01,Printemps,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,4.3,6.8,2.3,2008-05-01,Printemps,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,7.1,9.4,4.9,2008-06-01,Été,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,9.4,12.2,6.6,2008-07-01,Été,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,8.1,10.8,6.6,2008-08-01,Été,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,4.0,4.7,0.6,2008-09-01,Automne,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,3.1,5.2,0.6,2008-10-01,Automne,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-2.9,-0.9,-4.6,2008-11-01,Automne,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-6.1,-4.1,-8.3,2008-12-01,Hiver,2008,1.4916666666666665,-2.6,1.35,5.0
ALLEMOND,-6.9,-4.4,-9.3,2009-01-01,Hiver,2009,0.8583333333333333,-5.625,0.6,6.325
