Commune,Température moyenne mensuelle,Température maximale,Température minimale,Date,Saison,Année,Température moyenne annuelle,Centile_25%,Centile_50% (Médiane),Centile_75%
CASTELSARRASIN,23.5,31.4,14.0,1990-07-01,Été,1990,12.4,7.425,11.7,16.675
CASTELSARRASIN,14.4,20.9,9.0,1990-10-01,Automne,1990,12.4,7.425,11.7,16.675
CASTELSARRASIN,9.0,12.7,5.9,1990-11-01,Automne,1990,12.4,7.425,11.7,16.675
CASTELSARRASIN,2.7,5.5,-0.7,1990-12-01,Hiver,1990,12.4,7.425,11.7,16.675
CASTELSARRASIN,4.2,9.8,-0.9,1991-02-01,Hiver,1991,7.966666666666666,6.35,8.5,9.85
CASTELSARRASIN,11.2,17.4,6.3,1991-10-01,Automne,1991,7.966666666666666,6.35,8.5,9.85
CASTELSARRASIN,8.5,12.6,4.1,1991-11-01,Automne,1991,7.966666666666666,6.35,8.5,9.85
CASTELSARRASIN,11.6,17.8,5.4,1992-04-01,Printemps,1992,17.066666666666666,14.350000000000001,17.1,19.8
CASTELSARRASIN,17.1,24.6,9.8,1992-05-01,Printemps,1992,17.066666666666666,14.350000000000001,17.1,19.8
CASTELSARRASIN,22.5,29.6,15.7,1992-08-01,Été,1992,17.066666666666666,14.350000000000001,17.1,19.8
CASTELSARRASIN,19.5,26.4,13.3,1993-07-01,Été,1993,17.75,16.875,17.75,18.625
CASTELSARRASIN,16.0,22.5,10.8,1993-09-01,Automne,1993,17.75,16.875,17.75,18.625
CASTELSARRASIN,11.2,17.2,5.9,1994-03-01,Printemps,1994,15.175,10.274999999999999,15.1,20.0
CASTELSARRASIN,19.0,26.0,12.4,1994-06-01,Été,1994,15.175,10.274999999999999,15.1,20.0
CASTELSARRASIN,23.0,30.6,16.4,1994-07-01,Été,1994,15.175,10.274999999999999,15.1,20.0
CASTELSARRASIN,7.5,11.0,3.5,1994-12-01,Hiver,1994,15.175,10.274999999999999,15.1,20.0
CASTELSARRASIN,8.1,13.2,3.9,1995-02-01,Hiver,1995,15.766666666666666,12.05,16.0,19.6
CASTELSARRASIN,16.0,23.6,8.4,1995-05-01,Printemps,1995,15.766666666666666,12.05,16.0,19.6
CASTELSARRASIN,23.2,31.1,15.5,1995-07-01,Été,1995,15.766666666666666,12.05,16.0,19.6
CASTELSARRASIN,8.3,13.1,3.3,1996-01-01,Hiver,1996,11.933333333333332,8.15,8.3,13.9
CASTELSARRASIN,19.5,26.7,13.5,1996-08-01,Été,1996,11.933333333333332,8.15,8.3,13.9
CASTELSARRASIN,8.0,12.8,3.9,1996-11-01,Automne,1996,11.933333333333332,8.15,8.3,13.9
CASTELSARRASIN,5.3,9.6,1.7,1997-01-01,Hiver,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,8.3,14.2,3.3,1997-02-01,Hiver,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,10.9,18.6,3.0,1997-03-01,Printemps,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,23.0,29.6,16.4,1997-08-01,Été,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,18.1,26.3,10.7,1997-09-01,Automne,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,9.3,14.7,5.1,1997-11-01,Automne,1997,12.483333333333334,8.55,10.100000000000001,16.3
CASTELSARRASIN,10.1,15.7,5.6,1998-04-01,Printemps,1998,15.666666666666666,13.899999999999999,17.7,18.45
CASTELSARRASIN,19.2,25.7,12.7,1998-06-01,Été,1998,15.666666666666666,13.899999999999999,17.7,18.45
CASTELSARRASIN,17.7,24.1,12.4,1998-09-01,Automne,1998,15.666666666666666,13.899999999999999,17.7,18.45
CASTELSARRASIN,5.6,10.7,1.2,1999-01-01,Hiver,1999,5.7,5.449999999999999,5.6,5.9
CASTELSARRASIN,6.2,11.2,2.4,1999-11-01,Automne,1999,5.7,5.449999999999999,5.6,5.9
CASTELSARRASIN,5.3,9.0,2.1,1999-12-01,Hiver,1999,5.7,5.449999999999999,5.6,5.9
CASTELSARRASIN,16.2,23.1,9.6,2003-05-01,Printemps,2003,16.2,16.2,16.2,16.2
CASTELSARRASIN,15.6,21.3,10.8,2004-10-01,Automne,2004,9.233333333333333,6.05,6.6,11.1
