NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
95018002;ARGENTEUIL;48.961667;2.253333;73;199402;48.2;1;28;;11.2;1;2;10;5;1;0;0;0;;;0;;;;8.6;1;28;;15.8;1;26;1.2;1;20;0;0;0;0;28;28;0;2.4;1;28;;-8.4;1;21;8.7;1;27;1;0;28;28;28;0;0;7;6.1;1;11.7;1;15;28;5.5;1;28;;;0;0;-3.6;1;21;11.7;1;26;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199403;40.6;1;31;;8.6;1;19;9;2;0;0;0;0;;;0;;;;13.9;1;31;;23.0;1;30;10.1;1;20;0;0;0;0;30;31;0;6.1;1;31;;1.0;1;27;12.7;1;29;0;0;28;31;31;0;0;0;7.8;1;14.9;1;30;31;10.0;1;31;;;0;0;6.5;1;20;15.6;1;30;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199404;64.2;1;30;;10.4;1;3;12;5;1;0;0;0;;;0;;;;14.1;1;30;;27.0;1;30;8.0;1;9;0;2;0;0;26;30;0;5.9;1;30;;-0.9;1;15;13.5;1;30;0;0;23;30;30;0;0;1;8.2;1;15.6;1;22;30;10.0;1;30;;;0;0;3.8;1;15;20.3;1;30;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199405;61.2;1;31;;13.2;1;15;13;4;1;0;0;0;;;0;;;;19.5;1;31;;26.0;1;3;13.6;1;5;0;2;0;0;19;31;0;10.0;1;31;;5.6;1;5;14.8;1;14;0;0;16;31;31;0;0;0;9.5;1;17.4;1;3;31;14.8;1;31;;;0;0;9.6;1;5;18.1;1;7;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199406;43.8;1;30;;10.6;1;4;7;3;2;0;0;0;;;0;;;;23.2;1;30;;33.7;1;24;14.2;1;4;0;11;3;0;8;24;1;12.3;1;30;;7.0;1;11;17.6;1;22;0;0;6;26;30;0;0;0;10.9;1;18.3;1;1;30;17.8;1;30;17.7;1;30;1;11.8;1;11;25.0;1;24;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199407;87.8;1;31;;60.4;1;19;6;3;2;1;1;0;;;0;;;;28.5;1;31;;35.4;1;12;21.3;1;19;0;25;13;1;0;9;5;17.2;1;31;;13.4;1;10;21.5;1;4;0;0;0;7;28;5;0;0;11.3;1;18.0;1;1;31;22.8;1;31;;;0;11;17.8;1;5;26.9;1;30;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199408;87.8;1;31;;23.4;1;9;10;6;3;0;0;0;;;0;;;;24.7;1;31;;34.9;1;4;17.0;1;17;0;13;2;0;1;24;2;14.9;1;31;;9.5;1;29;21.5;1;4;0;0;1;15;30;1;0;0;9.7;1;15.9;1;3;31;19.8;1;31;;;0;2;15.5;1;29;28.2;1;4;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199409;71.4;1;30;;18.8;1;6;10;4;3;0;0;0;;;0;;;;19.3;1;30;;24.2;1;25;14.3;1;17;0;0;0;0;15;30;0;11.6;1;30;;5.2;1;19;16.6;1;12;0;0;11;25;30;0;0;0;7.8;1;14.5;1;3;30;15.4;1;30;;;0;0;9.8;1;19;20.2;1;24;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199410;40.6;1;31;;7.4;1;29;10;2;0;0;0;0;;;0;;;;16.7;1;31;;24.3;1;15;12.2;1;4;0;0;0;0;25;31;0;8.1;1;31;;0.5;1;5;13.4;1;31;0;0;20;31;31;0;0;0;8.6;1;14.8;1;10;31;12.4;1;31;;;0;0;7.6;1;5;18.2;1;15;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
95018002;ARGENTEUIL;48.961667;2.253333;73;199411;48.2;1;30;;17.4;1;18;6;3;2;0;0;0;;;0;;;;14.0;1;30;;19.3;1;3;8.7;1;29;0;0;0;0;30;30;0;9.4;1;30;;4.0;1;30;13.8;1;5;0;0;17;30;30;0;0;0;4.5;1;9.7;1;2;30;11.7;1;30;;;0;0;7.3;1;30;16.4;1;4;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
