NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
98611001;MAOPOOPO;-14.307833;-178.121000;35;197901;318.5;1;31;;60.0;1;10;19;14;8;4;1;0;;;0;;;;29.9;1;31;;31.6;1;2;26.5;1;13;0;31;20;0;0;2;0;23.6;1;31;;21.3;1;31;25.4;1;17;0;0;0;0;0;31;3;0;6.3;1;8.9;1;31;31;26.7;1;31;;;0;;24.6;1;10;28.4;1;9;61;1;24;31;98;1;29;31;;;0;;;0;;;15.0;1;300;1;13;12;0;0;31;;;;;;;;;0;9.0;1;280;1;12;2;0;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197902;315.1;1;28;;75.0;1;23;18;13;7;3;2;0;;;0;;;;30.3;1;28;;31.3;1;15;26.1;1;23;0;28;23;0;0;1;0;24.4;1;28;;22.4;1;12;26.9;1;20;0;0;0;0;0;28;9;0;5.9;1;8.1;1;14;28;27.4;1;28;;;0;;24.6;1;23;29.0;1;20;62;1;21;28;99;1;23;28;;;0;;;0;;;16.0;1;80;1;10;14;1;0;28;;;;;;;;;0;9.0;1;40;1;2;2;0;0;28;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197903;363.3;1;31;;102.4;1;23;21;17;12;2;2;1;;;0;;;;29.8;1;31;;31.7;1;20;26.8;1;23;0;31;18;0;0;2;0;24.8;1;31;;22.0;1;21;27.0;1;27;0;0;0;0;0;31;12;0;5.1;1;7.1;1;19;31;27.3;1;31;;;0;;24.5;1;21;28.9;1;27;64;1;19;31;98;1;31;31;;;0;;;0;;;15.0;1;320;1;24;9;0;0;31;;;;;;;;;0;8.0;1;340;1;27;2;0;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197904;210.2;1;30;;58.1;1;25;14;7;6;2;1;0;;;0;;;;29.6;1;30;;31.1;1;3;25.9;1;6;0;30;11;0;0;1;0;24.3;1;30;;22.1;1;23;26.4;1;10;0;0;0;0;0;30;7;0;5.2;1;7.4;1;23;30;26.9;1;30;;;0;;24.6;1;6;28.4;1;18;58;1;22;30;98;1;26;30;;;0;;;0;;;14.0;1;60;1;28;7;0;0;30;;;;;;;;;0;8.0;1;360;1;30;1;0;0;30;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197905;174.4;1;31;;52.0;1;4;14;6;4;3;1;0;;;0;;;;29.2;1;31;;31.2;1;25;26.7;1;26;0;31;4;0;0;1;0;24.4;1;31;;21.6;1;6;26.0;1;13;0;0;0;0;0;31;14;0;4.8;1;8.1;1;19;31;26.8;1;31;;;0;;24.9;1;26;27.8;1;15;61;1;3;31;98;1;23;31;;;0;;;0;;;21.0;1;20;1;6;8;1;0;31;;;;;;;;;0;12.0;1;20;1;6;3;1;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197906;242.4;1;30;;60.5;1;28;17;11;7;2;2;0;;;0;;;;28.6;1;30;;31.3;1;5;26.2;1;20;0;30;1;0;0;2;0;24.3;1;30;;22.2;1;10;26.5;1;16;0;0;0;0;0;30;8;0;4.4;1;7.6;1;5;30;26.5;1;30;;;0;;25.1;1;28;28.0;1;16;69;1;5;30;98;1;28;30;;;0;;;0;;;13.0;1;140;1;20;18;0;0;30;;;;;;;;;0;9.0;1;140;1;21;2;0;0;30;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197907;394.2;1;31;;115.7;1;22;16;8;5;5;4;1;;;0;;;;27.3;1;31;;29.1;1;10;25.0;1;15;0;31;0;0;0;11;0;22.9;1;31;;20.5;1;5;25.0;1;10;0;0;0;0;0;31;1;0;4.3;1;7.1;1;5;31;25.1;1;31;;;0;;23.5;1;15;27.1;1;10;56;1;3;31;98;1;23;31;;;0;;;0;;;13.0;1;60;1;29;16;0;0;31;;;;;;;;;0;9.0;1;140;1;23;6;0;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197908;70.3;1;31;;18.1;1;6;10;5;3;0;0;0;;;0;;;;28.0;1;31;;30.5;1;4;25.4;1;8;0;31;2;0;0;9;0;23.4;1;31;;21.0;1;16;25.3;1;27;0;0;0;0;0;31;2;0;4.6;1;7.9;1;16;31;25.7;1;31;;;0;;23.9;1;7;27.5;1;28;60;1;20;31;98;1;4;31;;;0;;;0;;;14.0;1;340;1;20;6;0;0;31;;;;;;;;;0;11.0;1;360;1;20;2;1;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197909;110.4;1;30;;25.0;1;11;10;7;5;0;0;0;;;0;;;;28.4;1;30;;29.9;1;25;25.5;1;12;0;30;0;0;0;5;0;23.8;1;30;;19.5;1;12;25.9;1;22;0;0;0;0;1;29;3;0;4.6;1;6.4;1;30;30;26.1;1;30;;;0;;22.5;1;12;27.5;1;25;60;1;14;30;96;1;3;30;;;0;;;0;;;20.0;1;120;1;12;13;1;0;30;;;;;;;;;0;12.0;1;140;1;12;2;1;0;30;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98611001;MAOPOOPO;-14.307833;-178.121000;35;197910;209.9;1;31;;76.6;1;1;15;9;5;2;1;0;;;0;;;;28.7;1;31;;30.0;1;6;25.7;1;25;0;31;2;0;0;2;0;23.8;1;31;;22.0;1;20;26.0;1;10;0;0;0;0;0;31;3;0;4.9;1;7.8;1;20;31;26.3;1;31;;;0;;24.5;1;25;27.7;1;10;42;1;16;31;98;1;24;31;;;0;;;0;;;15.0;1;140;1;25;13;0;0;31;;;;;;;;;0;11.0;1;140;1;25;5;2;0;31;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
