NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
98403001;GLORIEUSES;-11.582667;47.289667;3;196001;181.4;1;31;;45.0;1;18;12;9;7;1;0;0;1009.9;1;1;1009.9;1;10;29.4;1;31;;33.0;1;8;27.1;1;16;0;31;10;0;0;0;1;24.6;1;31;;21.1;1;17;27.3;1;3;0;0;0;0;0;31;10;0;4.7;1;8.2;1;8;31;27.0;1;31;27.5;1;31;31;24.3;1;16;28.9;1;8;57;1;9;31;100;1;14;31;88;1;31;32.1;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;3.9;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196002;83.8;1;29;;26.4;1;20;9;6;2;0;0;0;;;0;;;;30.6;1;29;;32.8;1;11;29.0;1;3;0;29;18;0;0;0;5;25.4;1;29;;23.4;1;3;27.2;1;15;0;0;0;0;0;29;18;0;5.1;1;8.4;1;11;29;28.0;1;29;27.9;1;29;29;26.2;1;3;29.6;1;1;60;1;11;29;100;1;21;29;85;1;26;31.8;1;29;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;2.3;1;29;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196003;185.8;1;31;;47.1;1;31;11;10;6;2;0;0;;;0;;;;30.4;1;31;;32.9;1;10;27.7;1;27;0;31;24;0;0;0;3;25.0;1;31;;23.2;1;29;26.8;1;21;0;0;0;0;0;31;17;0;5.4;1;7.4;1;13;31;27.7;1;31;27.7;1;31;31;25.8;1;27;29.7;1;10;64;1;10;31;98;1;31;31;86;1;31;31.8;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;2.8;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196004;59.1;1;30;;33.2;1;17;5;3;2;1;0;0;;;0;;;;30.8;1;30;;31.8;1;3;28.8;1;5;0;30;24;0;0;0;0;24.2;1;30;;19.4;1;11;26.3;1;23;0;0;0;0;1;29;9;0;6.6;1;11.3;1;11;30;27.5;1;30;27.4;1;30;30;25.1;1;11;29.1;1;23;51;1;9;30;96;1;1;30;80;1;30;29.0;1;30;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;2.6;1;30;1002;1;2;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196005;109.2;1;31;;35.3;1;26;6;5;4;1;0;0;;;0;;;;30.2;1;31;;31.4;1;20;27.4;1;31;0;31;22;0;0;0;0;23.5;1;31;;21.3;1;27;25.9;1;15;0;0;0;0;0;31;4;0;6.7;1;8.9;1;21;31;26.9;1;31;26.5;1;31;31;24.5;1;31;28.6;1;8;54;1;30;31;99;1;29;31;83;1;31;28.4;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;2.5;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196006;63.0;1;30;;22.4;1;27;10;3;3;0;0;0;;;0;;;;29.4;1;30;;31.2;1;1;26.9;1;27;0;30;7;0;0;1;0;21.8;1;30;;20.4;1;24;23.7;1;5;0;0;0;0;0;30;0;0;7.6;1;9.9;1;1;30;25.6;1;30;25.3;1;30;29;24.3;1;24;26.7;1;8;49;1;8;30;98;1;28;30;80;1;28;25.5;1;30;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;2.5;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196007;58.0;1;31;;14.6;1;8;13;4;1;0;0;0;;;0;;;;28.2;1;31;;31.3;1;2;27.2;1;16;0;31;1;0;0;0;0;21.5;1;31;;19.4;1;11;23.4;1;19;0;0;0;0;2;29;0;0;6.7;1;10.8;1;2;31;24.8;1;31;24.5;1;31;28;23.6;1;24;25.9;1;19;48;1;25;31;98;1;16;31;79;1;31;24.0;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;3.1;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196008;26.3;1;31;;6.8;1;4;7;2;0;0;0;0;;;0;;;;27.9;1;31;;28.8;1;24;26.3;1;6;0;31;0;0;0;2;0;21.6;1;31;;19.2;1;29;23.4;1;17;0;0;0;0;3;30;0;0;6.3;1;8.8;1;29;31;24.8;1;31;24.4;1;31;29;23.3;1;6;26.0;1;27;48;1;12;31;96;1;5;31;76;1;31;22.9;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;5.0;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196009;12.6;1;30;;4.1;1;26;4;0;0;0;0;0;;;0;;;;28.6;1;30;;30.0;1;25;27.2;1;9;0;30;1;0;0;0;0;23.0;1;30;;20.7;1;14;24.0;1;11;0;0;0;0;0;30;0;0;5.6;1;7.3;1;14;30;25.8;1;30;25.2;1;30;30;24.4;1;14;26.9;1;25;51;1;28;30;93;1;27;30;75;1;30;23.9;1;30;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;6.5;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
98403001;GLORIEUSES;-11.582667;47.289667;3;196010;10.9;1;31;;7.8;1;2;2;1;0;0;0;0;;;0;;;;28.8;1;31;;29.9;1;25;27.2;1;4;0;31;0;0;0;0;0;23.8;1;31;;21.4;1;2;24.5;1;31;0;0;0;0;0;31;0;0;5.0;1;7.9;1;11;31;26.3;1;31;25.6;1;31;31;24.5;1;4;27.1;1;19;56;1;12;31;96;1;4;31;78;1;31;25.3;1;31;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;7.8;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
